fam	genome
RLG06436	b73
RLG06437	b73
RLG06438	b73
RLG06439	b73
RLG06445	b73
RLG06446	b73
RLG06447	b73
RLG06449	b73
RLG06451	b73
RLG06452	b73
RLG06454	b73
RLG06458	b73
RLG06459	b73
RLG06461	b73
RLG06464	b73
RLG06465	b73
RLG06468	b73
RLG06472	b73
RLG06481	b73
RLG06482	b73
RLG06486	b73
RLG06487	b73
RLG06490	b73
RLG06491	b73
RLG06492	b73
RLG06496	b73
RLG06498	b73
RLG06499	b73
RLG06503	b73
RLG06505	b73
RLG06508	b73
RLG06512	b73
RLG06514	b73
RLG06516	b73
RLG06527	b73
RLG06531	b73
RLG06532	b73
RLG06543	b73
RLG06548	b73
RLG06550	b73
RLG06551	b73
RLG06556	b73
RLG06558	b73
RLG06559	b73
RLG06563	b73
RLG06564	b73
RLG06567	b73
RLG06570	b73
RLG06574	b73
RLG06581	b73
RLG06586	b73
RLG06588	b73
RLG06590	b73
RLG06591	b73
RLG06594	b73
RLG06595	b73
RLG06598	b73
RLG06600	b73
RLG06602	b73
RLG06603	b73
RLG06605	b73
RLG06606	b73
RLG06607	b73
RLG06609	b73
RLG06611	b73
RLG06612	b73
RLG06614	b73
RLG06615	b73
RLG06616	b73
RLG06619	b73
RLG06620	b73
RLG06622	b73
RLG06626	b73
RLG06627	b73
RLG06629	b73
RLG06634	b73
RLG06635	b73
RLG06639	b73
RLG06650	b73
RLG06652	b73
RLG06654	b73
RLG06656	b73
RLG06657	b73
RLG06659	b73
RLG06660	b73
RLG06661	b73
RLG06663	b73
RLG06667	b73
RLG06670	b73
RLG06673	b73
RLG06674	b73
RLG06675	b73
RLG06677	b73
RLG06680	b73
RLG06689	b73
RLG06694	b73
RLG06697	b73
RLG06701	b73
RLG06702	b73
RLG06704	b73
RLG06706	b73
RLG06707	b73
RLG06711	b73
RLG06714	b73
RLG06716	b73
RLG06717	b73
RLG06721	b73
RLG06722	b73
RLG06725	b73
RLG06727	b73
RLG06731	b73
RLG06739	b73
RLG06744	b73
RLG06745	b73
RLG06747	b73
RLG06749	b73
RLG06753	b73
RLG06755	b73
RLG06759	b73
RLG06763	b73
RLG06764	b73
RLG06772	b73
RLG06776	b73
RLG06791	b73
RLG06794	b73
RLG06801	b73
RLG06803	b73
RLG06809	b73
RLG06810	b73
RLG06811	b73
RLG06821	b73
RLG06825	b73
RLG06831	b73
RLG06836	b73
RLG06844	b73
RLG06846	b73
RLG06849	b73
RLG06853	b73
RLG06855	b73
RLG06860	b73
RLG06861	b73
RLG06862	b73
RLG06868	b73
RLG06869	b73
RLG06872	b73
RLG06873	b73
RLG06875	b73
RLG06879	b73
RLG06890	b73
RLG06894	b73
RLG06909	b73
RLG06918	b73
RLG06921	b73
RLG06927	b73
RLG06928	b73
RLG06930	b73
RLG06931	b73
RLG06938	b73
RLG06939	b73
RLG06943	b73
RLG06951	b73
RLG06954	b73
RLG06963	b73
RLG06965	b73
RLG06970	b73
RLG06975	b73
RLG06976	b73
RLG06979	b73
RLG06995	b73
RLG06997	b73
RLG06999	b73
RLG07001	b73
RLG07006	b73
RLG07007	b73
RLG07009	b73
RLG07010	b73
RLG07014	b73
RLG07015	b73
RLG07016	b73
RLG07017	b73
RLG07020	b73
RLG07026	b73
RLG07027	b73
RLG07028	b73
RLG07029	b73
RLG07030	b73
RLG07033	b73
RLG07038	b73
RLG07047	b73
RLG07048	b73
RLG07049	b73
RLG07053	b73
RLG07055	b73
RLG07056	b73
RLG07058	b73
RLG07059	b73
RLG07061	b73
RLG07062	b73
RLG07068	b73
RLG07075	b73
RLG07076	b73
RLG07079	b73
RLG07081	b73
RLG07084	b73
RLG07085	b73
RLG07093	b73
RLG07099	b73
RLG07100	b73
RLG07103	b73
RLG07104	b73
RLG07108	b73
RLG07111	b73
RLG07113	b73
RLG07115	b73
RLG07116	b73
RLG07120	b73
RLG07128	b73
RLG07132	b73
RLG07135	b73
RLG07136	b73
RLG07139	b73
RLG07143	b73
RLG07148	b73
RLG07150	b73
RLG07153	b73
RLG07156	b73
RLG07158	b73
RLG07164	b73
RLG07165	b73
RLG07166	b73
RLG07171	b73
RLG07182	b73
RLG07183	b73
RLG07188	b73
RLG07190	b73
RLG07191	b73
RLG07194	b73
RLG07198	b73
RLG07204	b73
RLG07206	b73
RLG07223	b73
RLG07228	b73
RLG07234	b73
RLG07243	b73
RLG07246	b73
RLG07247	b73
RLG07249	b73
RLG07253	b73
RLG07258	b73
RLG07260	b73
RLG07261	b73
RLG07263	b73
RLG07264	b73
RLG07265	b73
RLG07267	b73
RLG07269	b73
RLG07271	b73
RLG07277	b73
RLG07278	b73
RLG07280	b73
RLG07283	b73
RLG07285	b73
RLG07288	b73
RLG07289	b73
RLG07290	b73
RLG07291	b73
RLG07292	b73
RLG07296	b73
RLG07298	b73
RLG07305	b73
RLG07306	b73
RLG07307	b73
RLG07311	b73
RLG07313	b73
RLG07314	b73
RLG07315	b73
RLG07316	b73
RLG07323	b73
RLG07328	b73
RLG07331	b73
RLG07333	b73
RLG07338	b73
RLG07340	b73
RLG07345	b73
RLG07350	b73
RLG07353	b73
RLG07356	b73
RLG07357	b73
RLG07360	b73
RLG07361	b73
RLG07362	b73
RLG07369	b73
RLG07373	b73
RLG07375	b73
RLG07381	b73
RLG07382	b73
RLG07385	b73
RLG07388	b73
RLG07389	b73
RLG07390	b73
RLG07391	b73
RLG07395	b73
RLG07396	b73
RLG07397	b73
RLG07404	b73
RLG07406	b73
RLG07409	b73
RLG07410	b73
RLG07411	b73
RLG07419	b73
RLG07422	b73
RLG07425	b73
RLG07426	b73
RLG07428	b73
RLG07430	b73
RLG07437	b73
RLG07439	b73
RLG07440	b73
RLG07443	b73
RLG07448	b73
RLG07451	b73
RLG07453	b73
RLG07454	b73
RLG07457	b73
RLG07458	b73
RLG07463	b73
RLG07465	b73
RLG07470	b73
RLG07471	b73
RLG07473	b73
RLG07476	b73
RLG07479	b73
RLG07480	b73
RLG07481	b73
RLG07486	b73
RLG07487	b73
RLG07492	b73
RLG07498	b73
RLG07499	b73
RLG07501	b73
RLG07505	b73
RLG07507	b73
RLG07509	b73
RLG07510	b73
RLG07513	b73
RLG07514	b73
RLG07519	b73
RLG07521	b73
RLG07522	b73
RLG07523	b73
RLG07531	b73
RLG07536	b73
RLG07538	b73
RLG07542	b73
RLG07543	b73
RLG07544	b73
RLG07548	b73
RLG07549	b73
RLG07550	b73
RLG07561	b73
RLG07563	b73
RLG07564	b73
RLG07565	b73
RLG07567	b73
RLG07569	b73
RLG07572	b73
RLG07575	b73
RLG07576	b73
RLG07577	b73
RLG07578	b73
RLG07581	b73
RLG07584	b73
RLG07591	b73
RLG07599	b73
RLG07600	b73
RLG07605	b73
RLG07606	b73
RLG07607	b73
RLG07608	b73
RLG07609	b73
RLG07613	b73
RLG07614	b73
RLG07616	b73
RLG07618	b73
RLG07621	b73
RLG07622	b73
RLG07624	b73
RLG07627	b73
RLG07629	b73
RLG07630	b73
RLG07646	b73
RLG07648	b73
RLG07650	b73
RLG07653	b73
RLG07666	b73
RLG07667	b73
RLG07680	b73
RLG07684	b73
RLG07685	b73
RLG07696	b73
RLG07703	b73
RLG07704	b73
RLG07706	b73
RLG07714	b73
RLG07715	b73
RLG07716	b73
RLG07717	b73
RLG07722	b73
RLG07725	b73
RLG07727	b73
RLG07730	b73
RLG07737	b73
RLG07739	b73
RLG07740	b73
RLG07742	b73
RLG07744	b73
RLG07750	b73
RLG07752	b73
RLG07756	b73
RLG07758	b73
RLG07762	b73
RLG07773	b73
RLG07774	b73
RLG07775	b73
RLG07776	b73
RLG07789	b73
RLG07790	b73
RLG07793	b73
RLG07797	b73
RLG07799	b73
RLG07801	b73
RLG07804	b73
RLG07805	b73
RLG07810	b73
RLG07823	b73
RLG07824	b73
RLG07825	b73
RLG07832	b73
RLG07840	b73
RLG07845	b73
RLG07846	b73
RLG07847	b73
RLG07848	b73
RLG07850	b73
RLG07854	b73
RLG07855	b73
RLG07862	b73
RLG07863	b73
RLG07864	b73
RLG07865	b73
RLG07866	b73
RLG07870	b73
RLG07871	b73
RLG07872	b73
RLG07877	b73
RLG07879	b73
RLG07890	b73
RLG07897	b73
RLG07909	b73
RLG07913	b73
RLG07918	b73
RLG07919	b73
RLG07922	b73
RLG07923	b73
RLG07932	b73
RLG07933	b73
RLG07934	b73
RLG07937	b73
RLG07950	b73
RLG07953	b73
RLG07958	b73
RLG07959	b73
RLG07961	b73
RLG07962	b73
RLG07969	b73
RLG07971	b73
RLG07974	b73
RLG07978	b73
RLG07983	b73
RLG07987	b73
RLG07991	b73
RLG07993	b73
RLG07994	b73
RLG07998	b73
RLG08002	b73
RLG08004	b73
RLG08007	b73
RLG08010	b73
RLG08017	b73
RLG08020	b73
RLG08021	b73
RLG08023	b73
RLG08033	b73
RLG08036	b73
RLG08039	b73
RLG08042	b73
RLG08045	b73
RLG08046	b73
RLG08047	b73
RLG08052	b73
RLG08056	b73
RLG08059	b73
RLG08062	b73
RLG08067	b73
RLG08070	b73
RLG08074	b73
RLG08076	b73
RLG08082	b73
RLG08083	b73
RLG08084	b73
RLG08086	b73
RLG08087	b73
RLG08088	b73
RLG08089	b73
RLG08090	b73
RLG08092	b73
RLG08098	b73
RLG08103	b73
RLG08107	b73
RLG08108	b73
RLG08109	b73
RLG08110	b73
RLG08116	b73
RLG08125	b73
RLG08135	b73
RLG08136	b73
RLG08137	b73
RLG08138	b73
RLG08139	b73
RLG08144	b73
RLG08147	b73
RLG08148	b73
RLG08149	b73
RLG08155	b73
RLG08156	b73
RLG08158	b73
RLG08160	b73
RLG08165	b73
RLG08170	b73
RLG08171	b73
RLG08178	b73
RLG08180	b73
RLG08181	b73
RLG08184	b73
RLG08188	b73
RLG08192	b73
RLG08194	b73
RLG08195	b73
RLG08200	b73
RLG08201	b73
RLG08204	b73
RLG08205	b73
RLG08209	b73
RLG08210	b73
RLG08211	b73
RLG08214	b73
RLG08216	b73
RLG08217	b73
RLG08221	b73
RLG08222	b73
RLG08224	b73
RLG08226	b73
RLG08227	b73
RLG08233	b73
RLG08235	b73
RLG08240	b73
RLG08241	b73
RLG08249	b73
RLG08250	b73
RLG08257	b73
RLG08259	b73
RLG08266	b73
RLG08275	b73
RLG08278	b73
RLG08280	b73
RLG08283	b73
RLG08290	b73
RLG08293	b73
RLG08295	b73
RLG08296	b73
RLG08297	b73
RLG08299	b73
RLG08300	b73
RLG08301	b73
RLG08302	b73
RLG08304	b73
RLG08305	b73
RLG08309	b73
RLG08311	b73
RLG08319	b73
RLG08334	b73
RLG08339	b73
RLG08346	b73
RLG08347	b73
RLG08349	b73
RLG08359	b73
RLG08362	b73
RLG08364	b73
RLG08365	b73
RLG08368	b73
RLG08370	b73
RLG08372	b73
RLG08373	b73
RLG08375	b73
RLG08379	b73
RLG08380	b73
RLG08387	b73
RLG08388	b73
RLG08392	b73
RLG08401	b73
RLG08404	b73
RLG08406	b73
RLG08408	b73
RLG08409	b73
RLG08414	b73
RLG08417	b73
RLG08418	b73
RLG08421	b73
RLG08425	b73
RLG08426	b73
RLG08427	b73
RLG08428	b73
RLG08429	b73
RLG08431	b73
RLG08435	b73
RLG08441	b73
RLG08442	b73
RLG08444	b73
RLG08445	b73
RLG08447	b73
RLG08448	b73
RLG08456	b73
RLG08457	b73
RLG08458	b73
RLG08459	b73
RLG08460	b73
RLG08461	b73
RLG08463	b73
RLG08467	b73
RLG08468	b73
RLG08474	b73
RLG08475	b73
RLG08476	b73
RLG08477	b73
RLG08478	b73
RLG08479	b73
RLG08482	b73
RLG08487	b73
RLG08493	b73
RLG08497	b73
RLG08498	b73
RLG08504	b73
RLG08508	b73
RLG08510	b73
RLG08513	b73
RLG08514	b73
RLG08516	b73
RLG08522	b73
RLG08526	b73
RLG08528	b73
RLG08534	b73
RLG08537	b73
RLG08542	b73
RLG08543	b73
RLG08545	b73
RLG08547	b73
RLG08548	b73
RLG08553	b73
RLG08557	b73
RLG08561	b73
RLG08568	b73
RLG08573	b73
RLG08579	b73
RLG08580	b73
RLG08582	b73
RLG08586	b73
RLG08587	b73
RLG08589	b73
RLG08590	b73
RLG08593	b73
RLG08598	b73
RLG08601	b73
RLG08603	b73
RLG08604	b73
RLG08605	b73
RLG08606	b73
RLG08607	b73
RLG08609	b73
RLG08613	b73
RLG08616	b73
RLG08621	b73
RLG08624	b73
RLG08629	b73
RLG08630	b73
RLG08632	b73
RLG08635	b73
RLG08637	b73
RLG08642	b73
RLG08655	b73
RLG08657	b73
RLG08668	b73
RLG08671	b73
RLG08672	b73
RLG08674	b73
RLG08675	b73
RLG08676	b73
RLG08677	b73
RLG08681	b73
RLG08682	b73
RLG08684	b73
RLG08685	b73
RLG08686	b73
RLG08690	b73
RLG08692	b73
RLG08694	b73
RLG08695	b73
RLG08697	b73
RLG08700	b73
RLG08705	b73
RLG08711	b73
RLG08716	b73
RLG08717	b73
RLG08721	b73
RLG08723	b73
RLG08725	b73
RLG08729	b73
RLG08731	b73
RLG08733	b73
RLG08735	b73
RLG08736	b73
RLG08741	b73
RLG08745	b73
RLG08747	b73
RLG08754	b73
RLG08755	b73
RLG08757	b73
RLG08763	b73
RLG08764	b73
RLG08767	b73
RLG08771	b73
RLG08773	b73
RLG08775	b73
RLG08780	b73
RLG08781	b73
RLG08783	b73
RLG08785	b73
RLG08787	b73
RLG08792	b73
RLG08798	b73
RLG08799	b73
RLG08801	b73
RLG08809	b73
RLG08812	b73
RLG08813	b73
RLG08818	b73
RLG08821	b73
RLG08824	b73
RLG08828	b73
RLG08831	b73
RLG08833	b73
RLG08834	b73
RLG08843	b73
RLG08848	b73
RLG08855	b73
RLG08861	b73
RLG08871	b73
RLG08873	b73
RLG08877	b73
RLG08878	b73
RLG08879	b73
RLG08880	b73
RLG08887	b73
RLG08892	b73
RLG08897	b73
RLG08898	b73
RLG08899	b73
RLG08905	b73
RLG08906	b73
RLG08910	b73
RLG08914	b73
RLG08921	b73
RLG08927	b73
RLG08930	b73
RLG08936	b73
RLG08937	b73
RLG08940	b73
RLG08944	b73
RLG08949	b73
RLG08950	b73
RLG08951	b73
RLG08954	b73
RLG08957	b73
RLG08968	b73
RLG08971	b73
RLG08976	b73
RLG08977	b73
RLG08978	b73
RLG08979	b73
RLG08983	b73
RLG08984	b73
RLG08988	b73
RLG08994	b73
RLG08997	b73
RLG09002	b73
RLG09003	b73
RLG09007	b73
RLG09008	b73
RLG09011	b73
RLG09013	b73
RLG09017	b73
RLG09020	b73
RLG09027	b73
RLG09038	b73
RLG09044	b73
RLG09047	b73
RLG09050	b73
RLG09051	b73
RLG09052	b73
RLG09053	b73
RLG09054	b73
RLG09055	b73
RLG09056	b73
RLG09058	b73
RLG09063	b73
RLG09065	b73
RLG09068	b73
RLG09071	b73
RLG09073	b73
RLG09077	b73
RLG09078	b73
RLG09090	b73
RLG09095	b73
RLG09096	b73
RLG09098	b73
RLG09111	b73
RLG09113	b73
RLG09117	b73
RLG09126	b73
RLG09127	b73
RLG09130	b73
RLG09131	b73
RLG09134	b73
RLG09136	b73
RLG09139	b73
RLG09144	b73
RLG09147	b73
RLG09154	b73
RLG09157	b73
RLG09162	b73
RLG09163	b73
RLG09176	b73
RLG09178	b73
RLG09182	b73
RLG09184	b73
RLG09191	b73
RLG09200	b73
RLG09201	b73
RLG09203	b73
RLG09205	b73
RLG09208	b73
RLG09211	b73
RLG09212	b73
RLG09213	b73
RLG09214	b73
RLG09216	b73
RLG09219	b73
RLG09226	b73
RLG09227	b73
RLG09231	b73
RLG09234	b73
RLG09239	b73
RLG09241	b73
RLG09242	b73
RLG09244	b73
RLG09245	b73
RLG09247	b73
RLG09248	b73
RLG09249	b73
RLG09254	b73
RLG09255	b73
RLG09266	b73
RLG09267	b73
RLG09274	b73
RLG09277	b73
RLG09280	b73
RLG09284	b73
RLG09286	b73
RLG09289	b73
RLG09302	b73
RLG09307	b73
RLG09308	b73
RLG09316	b73
RLG09317	b73
RLG09319	b73
RLG09320	b73
RLG09325	b73
RLG09326	b73
RLG09327	b73
RLG09330	b73
RLG09332	b73
RLG09334	b73
RLG09335	b73
RLG09338	b73
RLG09340	b73
RLG09343	b73
RLG09344	b73
RLG09346	b73
RLG09348	b73
RLG09351	b73
RLG09352	b73
RLG09353	b73
RLG09355	b73
RLG09358	b73
RLG09359	b73
RLG09364	b73
RLG09366	b73
RLG09367	b73
RLG09369	b73
RLG09370	b73
RLG09382	b73
RLG09383	b73
RLG09386	b73
RLG09389	b73
RLG09390	b73
RLG09391	b73
RLG09393	b73
RLG09396	b73
RLG09399	b73
RLG09402	b73
RLG09403	b73
RLG09406	b73
RLG09408	b73
RLG09409	b73
RLG09411	b73
RLG09413	b73
RLG09414	b73
RLG09416	b73
RLG09417	b73
RLG09418	b73
RLG09420	b73
RLG09422	b73
RLG09423	b73
RLG09424	b73
RLG09425	b73
RLG09427	b73
RLG09431	b73
RLG09432	b73
RLG09433	b73
RLG09435	b73
RLG09436	b73
RLG09437	b73
RLG09439	b73
RLG09442	b73
RLG09443	b73
RLG09446	b73
RLG09447	b73
RLG09448	b73
RLG09451	b73
RLG09452	b73
RLG09453	b73
RLG09455	b73
RLG09456	b73
RLG09458	b73
RLG09459	b73
RLG09460	b73
RLG09466	b73
RLG09468	b73
RLG09470	b73
RLG09471	b73
RLG09472	b73
RLG09475	b73
RLG09477	b73
RLG09481	b73
RLG09484	b73
RLG09487	b73
RLG09492	b73
RLG09494	b73
RLG09496	b73
RLG09497	b73
RLG09504	b73
RLG09505	b73
RLG09508	b73
RLG09509	b73
RLG09512	b73
RLG09513	b73
RLG09519	b73
RLG09520	b73
RLG09521	b73
RLG09522	b73
RLG09527	b73
RLG09530	b73
RLG09532	b73
RLG09533	b73
RLG09537	b73
RLG09541	b73
RLG09545	b73
RLG09547	b73
RLG09548	b73
RLG09554	b73
RLG09555	b73
RLG09556	b73
RLG09559	b73
RLG09561	b73
RLG09562	b73
RLG09574	b73
RLG09583	b73
RLG09591	b73
RLG09593	b73
RLG09602	b73
RLG09607	b73
RLG09609	b73
RLG09612	b73
RLG09613	b73
RLG09621	b73
RLG09625	b73
RLG09632	b73
RLG09633	b73
RLG09634	b73
RLG09635	b73
RLG09641	b73
RLG09643	b73
RLG09647	b73
RLG09652	b73
RLG09653	b73
RLG09655	b73
RLG09659	b73
RLG09660	b73
RLG09666	b73
RLG09669	b73
RLG09674	b73
RLG09680	b73
RLG09682	b73
RLG09683	b73
RLG09687	b73
RLG09689	b73
RLG09693	b73
RLG09704	b73
RLG09706	b73
RLG09710	b73
RLG09711	b73
RLG09712	b73
RLG09714	b73
RLG09721	b73
RLG09722	b73
RLG09728	b73
RLG09730	b73
RLG09731	b73
RLG09733	b73
RLG09734	b73
RLG09736	b73
RLG09741	b73
RLG09745	b73
RLG09746	b73
RLG09750	b73
RLG09755	b73
RLG09759	b73
RLG09761	b73
RLG09774	b73
RLG09775	b73
RLG09779	b73
RLG09784	b73
RLG09785	b73
RLG09790	b73
RLG09795	b73
RLG09796	b73
RLG09800	b73
RLG09805	b73
RLG09807	b73
RLG09813	b73
RLG09815	b73
RLG09818	b73
RLG09824	b73
RLG09826	b73
RLG09827	b73
RLG09829	b73
RLG09838	b73
RLG09841	b73
RLG09842	b73
RLG09847	b73
RLG09850	b73
RLG09852	b73
RLG09855	b73
RLG09858	b73
RLG09859	b73
RLG09868	b73
RLG09872	b73
RLG09878	b73
RLG09897	b73
RLG09900	b73
RLG09903	b73
RLG09909	b73
RLG09913	b73
RLG09917	b73
RLG09944	b73
RLG09950	b73
RLG09959	b73
RLG09967	b73
RLG09968	b73
RLG09974	b73
RLG09984	b73
RLG09990	b73
RLG10001	b73
RLG10005	b73
RLG10008	b73
RLG10011	b73
RLG10018	b73
RLG10021	b73
RLG10037	b73
RLG10040	b73
RLG10043	b73
RLG10050	b73
RLG10054	b73
RLG10061	b73
RLG10062	b73
RLG10064	b73
RLG10067	b73
RLG10068	b73
RLG10080	b73
RLG10083	b73
RLG10088	b73
RLG10089	b73
RLG10092	b73
RLG10099	b73
RLG10100	b73
RLG10101	b73
RLG10103	b73
RLG10108	b73
RLG10118	b73
RLG10120	b73
RLG10126	b73
RLG10127	b73
RLG10130	b73
RLG10136	b73
RLG10139	b73
RLG10149	b73
RLG10153	b73
RLG10154	b73
RLG10155	b73
RLG10160	b73
RLG10163	b73
RLG10164	b73
RLG10176	b73
RLG10179	b73
RLG10181	b73
RLG10184	b73
RLG10188	b73
RLG10194	b73
RLG10195	b73
RLG10200	b73
RLG10201	b73
RLG10217	b73
RLG10221	b73
RLG10222	b73
RLG10230	b73
RLG10235	b73
RLG10240	b73
RLG10242	b73
RLG10245	b73
RLG10247	b73
RLG10267	b73
RLG10283	b73
RLG10285	b73
RLG10287	b73
RLG10288	b73
RLG10292	b73
RLG10304	b73
RLG10305	b73
RLG10306	b73
RLG10312	b73
RLG10313	b73
RLG10315	b73
RLG10316	b73
RLG10317	b73
RLG10319	b73
RLG10320	b73
RLG10321	b73
RLG10328	b73
RLG10335	b73
RLG10336	b73
RLG10339	b73
RLG10343	b73
RLG10349	b73
RLG10350	b73
RLG10356	b73
RLG10362	b73
RLG10369	b73
RLG10372	b73
RLG10375	b73
RLG10377	b73
RLG10383	b73
RLG10385	b73
RLG10391	b73
RLG10394	b73
RLG10395	b73
RLG10398	b73
RLG10404	b73
RLG10410	b73
RLG10411	b73
RLG10416	b73
RLG10417	b73
RLG10420	b73
RLG10426	b73
RLG10430	b73
RLG10432	b73
RLG10433	b73
RLG10435	b73
RLG10440	b73
RLG10442	b73
RLG10447	b73
RLG10448	b73
RLG10454	b73
RLG10459	b73
RLG10461	b73
RLG10464	b73
RLG10466	b73
RLG10467	b73
RLG10469	b73
RLG10470	b73
RLG10475	b73
RLG10477	b73
RLG10482	b73
RLG10484	b73
RLG10490	b73
RLG10492	b73
RLG10494	b73
RLG10500	b73
RLG10508	b73
RLG10509	b73
RLG10510	b73
RLG10511	b73
RLG10520	b73
RLG10521	b73
RLG10523	b73
RLG10526	b73
RLG10536	b73
RLG10540	b73
RLG10541	b73
RLG10542	b73
RLG10543	b73
RLG10544	b73
RLG10545	b73
RLG10550	b73
RLG10552	b73
RLG10557	b73
RLG10558	b73
RLG10561	b73
RLG10566	b73
RLG10569	b73
RLG10572	b73
RLG10578	b73
RLG10584	b73
RLG10586	b73
RLG10587	b73
RLG10590	b73
RLG10592	b73
RLG10593	b73
RLG10594	b73
RLG10597	b73
RLG10598	b73
RLG10600	b73
RLG10604	b73
RLG10607	b73
RLG10609	b73
RLG10611	b73
RLG10616	b73
RLG10619	b73
RLG10621	b73
RLG10626	b73
RLG10627	b73
RLG10628	b73
RLG10629	b73
RLG10631	b73
RLG10639	b73
RLG10640	b73
RLG10641	b73
RLG10644	b73
RLG10653	b73
RLG10656	b73
RLG10661	b73
RLG10662	b73
RLG10664	b73
RLG10668	b73
RLG10671	b73
RLG10672	b73
RLG10673	b73
RLG10674	b73
RLG10677	b73
RLG10679	b73
RLG10680	b73
RLG10684	b73
RLG10687	b73
RLG10688	b73
RLG10692	b73
RLG10693	b73
RLG10695	b73
RLG10697	b73
RLG10711	b73
RLG10713	b73
RLG10716	b73
RLG10719	b73
RLG10720	b73
RLG10722	b73
RLG10725	b73
RLG10726	b73
RLG10729	b73
RLG10737	b73
RLG10741	b73
RLG10744	b73
RLG10747	b73
RLG10751	b73
RLG10754	b73
RLG10756	b73
RLG10758	b73
RLG10761	b73
RLG10762	b73
RLG10763	b73
RLG10765	b73
RLG10766	b73
RLG10769	b73
RLG10770	b73
RLG10774	b73
RLG10778	b73
RLG10781	b73
RLG10783	b73
RLG10785	b73
RLG10788	b73
RLG10794	b73
RLG10796	b73
RLG10804	b73
RLG10811	b73
RLG10817	b73
RLG10822	b73
RLG10824	b73
RLG10825	b73
RLG10835	b73
RLG10848	b73
RLG10855	b73
RLG10859	b73
RLG10862	b73
RLG10866	b73
RLG10867	b73
RLG10888	b73
RLG10892	b73
RLG10897	b73
RLG10898	b73
RLG10899	b73
RLG10901	b73
RLG10905	b73
RLG10911	b73
RLG10912	b73
RLG10914	b73
RLG10915	b73
RLG10922	b73
RLG10924	b73
RLG10925	b73
RLG10934	b73
RLG10935	b73
RLG10937	b73
RLG10941	b73
RLG10955	b73
RLG10958	b73
RLG10959	b73
RLG10962	b73
RLG10963	b73
RLG10965	b73
RLG10968	b73
RLG10973	b73
RLG10974	b73
RLG10976	b73
RLG10978	b73
RLG10979	b73
RLG10983	b73
RLG10985	b73
RLG10986	b73
RLG10988	b73
RLG10994	b73
RLG10995	b73
RLG10996	b73
RLG10999	b73
RLG11002	b73
RLG11004	b73
RLG11009	b73
RLG11010	b73
RLG11011	b73
RLG11013	b73
RLG11014	b73
RLG11018	b73
RLG11019	b73
RLG11020	b73
RLG11025	b73
RLG11028	b73
RLG11033	b73
RLG11043	b73
RLG11044	b73
RLG11046	b73
RLG11047	b73
RLG11048	b73
RLG11051	b73
RLG11052	b73
RLG11065	b73
RLG11067	b73
RLG11073	b73
RLG11075	b73
RLG11077	b73
RLG11079	b73
RLG11085	b73
RLG11087	b73
RLG11088	b73
RLG11090	b73
RLG11091	b73
RLG11092	b73
RLG11094	b73
RLG11096	b73
RLG11097	b73
RLG11098	b73
RLG11101	b73
RLG11102	b73
RLG11104	b73
RLG11105	b73
RLG11108	b73
RLG11113	b73
RLG11117	b73
RLG11118	b73
RLG11119	b73
RLG11123	b73
RLG11128	b73
RLG11130	b73
RLG11133	b73
RLG11138	b73
RLG11146	b73
RLG11147	b73
RLG11157	b73
RLG11160	b73
RLG11170	b73
RLG11172	b73
RLG11174	b73
RLG11179	b73
RLG11184	b73
RLG11186	b73
RLG11195	b73
RLG11197	b73
RLG11214	b73
RLG11225	b73
RLG11226	b73
RLG11228	b73
RLG11240	b73
RLG11243	b73
RLG11244	b73
RLG11245	b73
RLG11247	b73
RLG11248	b73
RLG11254	b73
RLG11255	b73
RLG11264	b73
RLG11265	b73
RLG11272	b73
RLG11283	b73
RLG11289	b73
RLG11290	b73
RLG11291	b73
RLG11293	b73
RLG11295	b73
RLG11306	b73
RLG11322	b73
RLG11325	b73
RLG11339	b73
RLG11340	b73
RLG11342	b73
RLG11346	b73
RLG11347	b73
RLG11348	b73
RLG11350	b73
RLG11354	b73
RLG11355	b73
RLG11365	b73
RLG11375	b73
RLG11377	b73
RLG11388	b73
RLG11396	b73
RLG11399	b73
RLG11400	b73
RLG11403	b73
RLG11404	b73
RLG11417	b73
RLG11419	b73
RLG11428	b73
RLG11435	b73
RLG11437	b73
RLG11449	b73
RLG11453	b73
RLG11455	b73
RLG11465	b73
RLG11482	b73
RLG11484	b73
RLG11485	b73
RLG11486	b73
RLG11487	b73
RLG11497	b73
RLG11504	b73
RLG11507	b73
RLG11515	b73
RLG11516	b73
RLG11520	b73
RLG11521	b73
RLG11528	b73
RLG11529	b73
RLG11531	b73
RLG11536	b73
RLG11551	b73
RLG11553	b73
RLG11555	b73
RLG11558	b73
RLG11562	b73
RLG11563	b73
RLG11566	b73
RLG11568	b73
RLG11576	b73
RLG11580	b73
RLG11581	b73
RLG11586	b73
RLG11590	b73
RLG11604	b73
RLG11611	b73
RLG11612	b73
RLG11615	b73
RLG11618	b73
RLG11620	b73
RLG11629	b73
RLG11631	b73
RLG11636	b73
RLG11644	b73
RLG11646	b73
RLG11648	b73
RLG11649	b73
RLG11651	b73
RLG11656	b73
RLG11658	b73
RLG11659	b73
RLG11662	b73
RLG11664	b73
RLG11666	b73
RLG11668	b73
RLG11677	b73
RLG11680	b73
RLG11683	b73
RLG11685	b73
RLG11689	b73
RLG11692	b73
RLG11693	b73
RLG11697	b73
RLG11701	b73
RLG11702	b73
RLG11703	b73
RLG11709	b73
