fam	genome
RLX05328	b73
RLX05332	b73
RLX05333	b73
RLX05335	b73
RLX05336	b73
RLX05338	b73
RLX05339	b73
RLX05341	b73
RLX05343	b73
RLX05346	b73
RLX05347	b73
RLX05349	b73
RLX05351	b73
RLX05352	b73
RLX05353	b73
RLX05354	b73
RLX05357	b73
RLX05358	b73
RLX05365	b73
RLX05366	b73
RLX05368	b73
RLX05369	b73
RLX05371	b73
RLX05372	b73
RLX05374	b73
RLX05375	b73
RLX05377	b73
RLX05379	b73
RLX05382	b73
RLX05384	b73
RLX05389	b73
RLX05392	b73
RLX05393	b73
RLX05395	b73
RLX05396	b73
RLX05397	b73
RLX05398	b73
RLX05400	b73
RLX05402	b73
RLX05403	b73
RLX05404	b73
RLX05405	b73
RLX05412	b73
RLX05413	b73
RLX05415	b73
RLX05416	b73
RLX05417	b73
RLX05419	b73
RLX05421	b73
RLX05422	b73
RLX05423	b73
RLX05424	b73
RLX05425	b73
RLX05426	b73
RLX05428	b73
RLX05431	b73
RLX05433	b73
RLX05434	b73
RLX05435	b73
RLX05438	b73
RLX05439	b73
RLX05440	b73
RLX05442	b73
RLX05443	b73
RLX05445	b73
RLX05447	b73
RLX05448	b73
RLX05450	b73
RLX05452	b73
RLX05453	b73
RLX05454	b73
RLX05456	b73
RLX05457	b73
RLX05458	b73
RLX05459	b73
RLX05460	b73
RLX05462	b73
RLX05463	b73
RLX05465	b73
RLX05466	b73
RLX05468	b73
RLX05471	b73
RLX05472	b73
RLX05473	b73
RLX05474	b73
RLX05475	b73
RLX05477	b73
RLX05478	b73
RLX05479	b73
RLX05480	b73
RLX05482	b73
RLX05483	b73
RLX05484	b73
RLX05486	b73
RLX05487	b73
RLX05488	b73
RLX05489	b73
RLX05490	b73
RLX05491	b73
RLX05492	b73
RLX05495	b73
RLX05498	b73
RLX05499	b73
RLX05500	b73
RLX05503	b73
RLX05504	b73
RLX05505	b73
RLX05507	b73
RLX05508	b73
RLX05509	b73
RLX05510	b73
RLX05511	b73
RLX05513	b73
RLX05514	b73
RLX05515	b73
RLX05519	b73
RLX05520	b73
RLX05521	b73
RLX05522	b73
RLX05524	b73
RLX05527	b73
RLX05528	b73
RLX05529	b73
RLX05531	b73
RLX05533	b73
RLX05535	b73
RLX05538	b73
RLX05540	b73
RLX05543	b73
RLX05544	b73
RLX05545	b73
RLX05546	b73
RLX05547	b73
RLX05550	b73
RLX05551	b73
RLX05552	b73
RLX05553	b73
RLX05556	b73
RLX05557	b73
RLX05558	b73
RLX05559	b73
RLX05560	b73
RLX05561	b73
RLX05562	b73
RLX05564	b73
RLX05565	b73
RLX05566	b73
RLX05568	b73
RLX05569	b73
RLX05570	b73
RLX05574	b73
RLX05575	b73
RLX05576	b73
RLX05577	b73
RLX05580	b73
RLX05582	b73
RLX05584	b73
RLX05585	b73
RLX05587	b73
RLX05588	b73
RLX05589	b73
RLX05590	b73
RLX05592	b73
RLX05593	b73
RLX05594	b73
RLX05595	b73
RLX05601	b73
RLX05602	b73
RLX05604	b73
RLX05605	b73
RLX05607	b73
RLX05608	b73
RLX05609	b73
RLX05611	b73
RLX05612	b73
RLX05614	b73
RLX05616	b73
RLX05618	b73
RLX05619	b73
RLX05620	b73
RLX05624	b73
RLX05626	b73
RLX05628	b73
RLX05629	b73
RLX05630	b73
RLX05631	b73
RLX05633	b73
RLX05634	b73
RLX05635	b73
RLX05636	b73
RLX05637	b73
RLX05638	b73
RLX05639	b73
RLX05641	b73
RLX05642	b73
RLX05643	b73
RLX05644	b73
RLX05645	b73
RLX05646	b73
RLX05647	b73
RLX05650	b73
RLX05653	b73
RLX05654	b73
RLX05656	b73
RLX05661	b73
RLX05663	b73
RLX05667	b73
RLX05669	b73
RLX05670	b73
RLX05671	b73
RLX05672	b73
RLX05674	b73
RLX05677	b73
RLX05679	b73
RLX05680	b73
RLX05682	b73
RLX05684	b73
RLX05685	b73
RLX05687	b73
RLX05688	b73
RLX05690	b73
RLX05693	b73
RLX05694	b73
RLX05696	b73
RLX05698	b73
RLX05699	b73
RLX05701	b73
RLX05703	b73
RLX05705	b73
RLX05706	b73
RLX05707	b73
RLX05708	b73
RLX05709	b73
RLX05711	b73
RLX05712	b73
RLX05713	b73
RLX05715	b73
RLX05716	b73
RLX05717	b73
RLX05721	b73
RLX05723	b73
RLX05724	b73
RLX05725	b73
RLX05726	b73
RLX05727	b73
RLX05729	b73
RLX05734	b73
RLX05735	b73
RLX05736	b73
RLX05737	b73
RLX05740	b73
RLX05741	b73
RLX05743	b73
RLX05744	b73
RLX05745	b73
RLX05746	b73
RLX05747	b73
RLX05749	b73
RLX05750	b73
RLX05751	b73
RLX05752	b73
RLX05754	b73
RLX05755	b73
RLX05756	b73
RLX05757	b73
RLX05758	b73
RLX05759	b73
RLX05760	b73
RLX05761	b73
RLX05764	b73
RLX05765	b73
RLX05768	b73
RLX05769	b73
RLX05770	b73
RLX05771	b73
RLX05772	b73
RLX05776	b73
RLX05777	b73
RLX05778	b73
RLX05779	b73
RLX05782	b73
RLX05783	b73
RLX05784	b73
RLX05785	b73
RLX05786	b73
RLX05787	b73
RLX05788	b73
RLX05790	b73
RLX05791	b73
RLX05792	b73
RLX05795	b73
RLX05796	b73
RLX05797	b73
RLX05798	b73
RLX05799	b73
RLX05800	b73
RLX05801	b73
RLX05802	b73
RLX05803	b73
RLX05804	b73
RLX05805	b73
RLX05806	b73
RLX05807	b73
RLX05808	b73
RLX05809	b73
RLX05812	b73
RLX05813	b73
RLX05814	b73
RLX05815	b73
RLX05817	b73
RLX05818	b73
RLX05820	b73
RLX05821	b73
RLX05822	b73
RLX05824	b73
RLX05825	b73
RLX05826	b73
RLX05827	b73
RLX05829	b73
RLX05830	b73
RLX05831	b73
RLX05833	b73
RLX05835	b73
RLX05836	b73
RLX05837	b73
RLX05838	b73
RLX05839	b73
RLX05841	b73
RLX05842	b73
RLX05843	b73
RLX05844	b73
RLX05845	b73
RLX05846	b73
RLX05847	b73
RLX05848	b73
RLX05849	b73
RLX05850	b73
RLX05851	b73
RLX05853	b73
RLX05854	b73
RLX05855	b73
RLX05856	b73
RLX05857	b73
RLX05859	b73
RLX05860	b73
RLX05861	b73
RLX05862	b73
RLX05863	b73
RLX05865	b73
RLX05868	b73
RLX05869	b73
RLX05873	b73
RLX05876	b73
RLX05877	b73
RLX05878	b73
RLX05879	b73
RLX05880	b73
RLX05881	b73
RLX05882	b73
RLX05884	b73
RLX05886	b73
RLX05888	b73
RLX05889	b73
RLX05890	b73
RLX05894	b73
RLX05895	b73
RLX05896	b73
RLX05897	b73
RLX05898	b73
RLX05899	b73
RLX05900	b73
RLX05902	b73
RLX05903	b73
RLX05904	b73
RLX05905	b73
RLX05906	b73
RLX05907	b73
RLX05909	b73
RLX05911	b73
RLX05912	b73
RLX05913	b73
RLX05914	b73
RLX05915	b73
RLX05916	b73
RLX05917	b73
RLX05918	b73
RLX05919	b73
RLX05920	b73
RLX05921	b73
RLX05922	b73
RLX05923	b73
RLX05924	b73
RLX05925	b73
RLX05928	b73
RLX05929	b73
RLX05931	b73
RLX05933	b73
RLX05935	b73
RLX05936	b73
RLX05938	b73
RLX05939	b73
RLX05940	b73
RLX05941	b73
RLX05942	b73
RLX05945	b73
RLX05946	b73
RLX05947	b73
RLX05949	b73
RLX05950	b73
RLX05951	b73
RLX05958	b73
RLX05959	b73
RLX05960	b73
RLX05962	b73
RLX05964	b73
RLX05965	b73
RLX05966	b73
RLX05968	b73
RLX05970	b73
RLX05972	b73
RLX05973	b73
RLX05974	b73
RLX05976	b73
RLX05979	b73
RLX05980	b73
RLX05981	b73
RLX05982	b73
RLX05983	b73
RLX05985	b73
RLX05986	b73
RLX05987	b73
RLX05991	b73
RLX05993	b73
RLX05994	b73
RLX05997	b73
RLX05998	b73
RLX06000	b73
RLX06002	b73
RLX06004	b73
RLX06005	b73
RLX06006	b73
RLX06007	b73
RLX06010	b73
RLX06011	b73
RLX06012	b73
RLX06014	b73
RLX06015	b73
RLX06016	b73
RLX06018	b73
RLX06019	b73
RLX06020	b73
RLX06021	b73
RLX06024	b73
RLX06025	b73
RLX06026	b73
RLX06028	b73
RLX06030	b73
RLX06031	b73
RLX06033	b73
RLX06035	b73
RLX06036	b73
RLX06038	b73
RLX06041	b73
RLX06042	b73
RLX06045	b73
RLX06047	b73
RLX06048	b73
RLX06049	b73
RLX06050	b73
RLX06051	b73
RLX06052	b73
RLX06055	b73
RLX06056	b73
RLX06057	b73
RLX06060	b73
RLX06061	b73
RLX06062	b73
RLX06063	b73
RLX06067	b73
RLX06068	b73
RLX06069	b73
RLX06070	b73
RLX06071	b73
RLX06072	b73
RLX06073	b73
RLX06074	b73
RLX06075	b73
RLX06077	b73
RLX06078	b73
RLX06081	b73
RLX06082	b73
RLX06084	b73
RLX06085	b73
RLX06087	b73
RLX06088	b73
RLX06090	b73
RLX06097	b73
RLX06100	b73
RLX06102	b73
RLX06104	b73
RLX06106	b73
RLX06107	b73
RLX06108	b73
RLX06109	b73
RLX06110	b73
RLX06111	b73
RLX06112	b73
RLX06114	b73
RLX06115	b73
RLX06116	b73
RLX06117	b73
RLX06118	b73
RLX06119	b73
RLX06120	b73
RLX06122	b73
RLX06123	b73
RLX06125	b73
RLX06127	b73
RLX06128	b73
RLX06129	b73
RLX06130	b73
RLX06132	b73
RLX06134	b73
RLX06136	b73
RLX06137	b73
RLX06138	b73
RLX06139	b73
RLX06141	b73
RLX06142	b73
RLX06147	b73
RLX06150	b73
RLX06152	b73
RLX06153	b73
RLX06154	b73
RLX06155	b73
RLX06156	b73
RLX06157	b73
RLX06158	b73
RLX06159	b73
RLX06160	b73
RLX06161	b73
RLX06164	b73
RLX06165	b73
RLX06166	b73
RLX06167	b73
RLX06168	b73
RLX06170	b73
RLX06171	b73
RLX06174	b73
RLX06176	b73
RLX06177	b73
RLX06178	b73
RLX06179	b73
RLX06180	b73
RLX06181	b73
RLX06184	b73
RLX06185	b73
RLX06186	b73
RLX06187	b73
RLX06188	b73
RLX06190	b73
RLX06191	b73
RLX06192	b73
RLX06193	b73
RLX06195	b73
RLX06197	b73
RLX06201	b73
RLX06205	b73
RLX06206	b73
RLX06207	b73
RLX06209	b73
RLX06210	b73
RLX06211	b73
RLX06212	b73
RLX06215	b73
RLX06216	b73
RLX06217	b73
RLX06218	b73
RLX06219	b73
RLX06221	b73
RLX06222	b73
RLX06223	b73
RLX06224	b73
RLX06226	b73
RLX06227	b73
RLX06228	b73
RLX06229	b73
RLX06230	b73
RLX06231	b73
RLX06235	b73
RLX06237	b73
RLX06238	b73
RLX06239	b73
RLX06242	b73
RLX06243	b73
RLX06244	b73
RLX06246	b73
RLX06247	b73
RLX06249	b73
RLX06250	b73
RLX06251	b73
RLX06252	b73
RLX06253	b73
RLX06254	b73
RLX06255	b73
RLX06256	b73
RLX06259	b73
RLX06260	b73
RLX06261	b73
RLX06263	b73
RLX06264	b73
RLX06267	b73
RLX06268	b73
RLX06272	b73
RLX06273	b73
RLX06274	b73
RLX06276	b73
RLX06277	b73
RLX06278	b73
RLX06279	b73
RLX06281	b73
RLX06282	b73
RLX06283	b73
RLX06285	b73
RLX06286	b73
RLX06287	b73
RLX06290	b73
RLX06291	b73
RLX06292	b73
RLX06293	b73
RLX06296	b73
RLX06297	b73
RLX06300	b73
RLX06301	b73
RLX06302	b73
RLX06303	b73
RLX06310	b73
RLX06311	b73
RLX06315	b73
RLX06317	b73
RLX06318	b73
RLX06321	b73
RLX06322	b73
RLX06323	b73
RLX06325	b73
RLX06326	b73
RLX06327	b73
RLX06330	b73
RLX06331	b73
RLX06334	b73
RLX06335	b73
RLX06336	b73
RLX06339	b73
RLX06340	b73
RLX06341	b73
RLX06342	b73
RLX06343	b73
RLX06344	b73
RLX06345	b73
RLX06346	b73
RLX06351	b73
RLX06355	b73
RLX06356	b73
RLX06358	b73
RLX06359	b73
RLX06361	b73
RLX06362	b73
RLX06363	b73
RLX06364	b73
RLX06368	b73
RLX06369	b73
RLX06370	b73
RLX06373	b73
RLX06374	b73
RLX06375	b73
RLX06376	b73
RLX06377	b73
RLX06380	b73
RLX06384	b73
RLX06386	b73
RLX06387	b73
RLX06388	b73
RLX06389	b73
RLX06390	b73
RLX06392	b73
RLX06394	b73
RLX06395	b73
RLX06396	b73
RLX06400	b73
RLX06401	b73
RLX06402	b73
RLX06404	b73
RLX06405	b73
RLX06408	b73
RLX06410	b73
RLX06412	b73
RLX06413	b73
RLX06414	b73
RLX06415	b73
RLX06421	b73
RLX06422	b73
RLX06424	b73
RLX06426	b73
RLX06427	b73
RLX06429	b73
RLX06431	b73
RLX06432	b73
RLX06434	b73
RLX06435	b73
RLX06440	b73
RLX06441	b73
RLX06442	b73
RLX06444	b73
RLX06448	b73
RLX06450	b73
RLX06453	b73
RLX06456	b73
RLX06457	b73
RLX06460	b73
RLX06462	b73
RLX06463	b73
RLX06466	b73
RLX06467	b73
RLX06469	b73
RLX06470	b73
RLX06471	b73
RLX06473	b73
RLX06474	b73
RLX06475	b73
RLX06476	b73
RLX06477	b73
RLX06478	b73
RLX06479	b73
RLX06483	b73
RLX06484	b73
RLX06485	b73
RLX06488	b73
RLX06489	b73
RLX06493	b73
RLX06494	b73
RLX06495	b73
RLX06497	b73
RLX06500	b73
RLX06501	b73
RLX06502	b73
RLX06504	b73
RLX06506	b73
RLX06507	b73
RLX06509	b73
RLX06510	b73
RLX06511	b73
RLX06513	b73
RLX06515	b73
RLX06517	b73
RLX06518	b73
RLX06519	b73
RLX06520	b73
RLX06522	b73
RLX06523	b73
RLX06524	b73
RLX06525	b73
RLX06528	b73
RLX06529	b73
RLX06533	b73
RLX06534	b73
RLX06535	b73
RLX06536	b73
RLX06537	b73
RLX06538	b73
RLX06539	b73
RLX06540	b73
RLX06541	b73
RLX06542	b73
RLX06544	b73
RLX06545	b73
RLX06546	b73
RLX06547	b73
RLX06549	b73
RLX06552	b73
RLX06553	b73
RLX06554	b73
RLX06555	b73
RLX06560	b73
RLX06561	b73
RLX06562	b73
RLX06565	b73
RLX06566	b73
RLX06568	b73
RLX06569	b73
RLX06571	b73
RLX06572	b73
RLX06573	b73
RLX06575	b73
RLX06576	b73
RLX06577	b73
RLX06578	b73
RLX06579	b73
RLX06580	b73
RLX06582	b73
RLX06583	b73
RLX06584	b73
RLX06585	b73
RLX06587	b73
RLX06589	b73
RLX06592	b73
RLX06593	b73
RLX06596	b73
RLX06597	b73
RLX06599	b73
RLX06601	b73
RLX06604	b73
RLX06608	b73
RLX06610	b73
RLX06613	b73
RLX06617	b73
RLX06618	b73
RLX06621	b73
RLX06623	b73
RLX06628	b73
RLX06630	b73
RLX06632	b73
RLX06633	b73
RLX06636	b73
RLX06637	b73
RLX06638	b73
RLX06640	b73
RLX06641	b73
RLX06642	b73
RLX06643	b73
RLX06645	b73
RLX06646	b73
RLX06647	b73
RLX06648	b73
RLX06649	b73
RLX06651	b73
RLX06653	b73
RLX06655	b73
RLX06658	b73
RLX06662	b73
RLX06664	b73
RLX06665	b73
RLX06666	b73
RLX06668	b73
RLX06669	b73
RLX06671	b73
RLX06672	b73
RLX06678	b73
RLX06679	b73
RLX06681	b73
RLX06682	b73
RLX06683	b73
RLX06684	b73
RLX06685	b73
RLX06686	b73
RLX06687	b73
RLX06688	b73
RLX06690	b73
RLX06691	b73
RLX06692	b73
RLX06695	b73
RLX06696	b73
RLX06698	b73
RLX06699	b73
RLX06700	b73
RLX06703	b73
RLX06705	b73
RLX06708	b73
RLX06709	b73
RLX06710	b73
RLX06712	b73
RLX06715	b73
RLX06718	b73
RLX06719	b73
RLX06720	b73
RLX06723	b73
RLX06724	b73
RLX06726	b73
RLX06728	b73
RLX06729	b73
RLX06730	b73
RLX06732	b73
RLX06733	b73
RLX06734	b73
RLX06735	b73
RLX06736	b73
RLX06737	b73
RLX06738	b73
RLX06740	b73
RLX06741	b73
RLX06742	b73
RLX06743	b73
RLX06746	b73
RLX06748	b73
RLX06750	b73
RLX06751	b73
RLX06752	b73
RLX06754	b73
RLX06757	b73
RLX06760	b73
RLX06761	b73
RLX06762	b73
RLX06765	b73
RLX06766	b73
RLX06768	b73
RLX06769	b73
RLX06770	b73
RLX06771	b73
RLX06773	b73
RLX06774	b73
RLX06775	b73
RLX06777	b73
RLX06778	b73
RLX06779	b73
RLX06780	b73
RLX06781	b73
RLX06782	b73
RLX06783	b73
RLX06784	b73
RLX06785	b73
RLX06786	b73
RLX06787	b73
RLX06788	b73
RLX06789	b73
RLX06790	b73
RLX06792	b73
RLX06793	b73
RLX06796	b73
RLX06797	b73
RLX06798	b73
RLX06799	b73
RLX06802	b73
RLX06804	b73
RLX06805	b73
RLX06806	b73
RLX06807	b73
RLX06808	b73
RLX06812	b73
RLX06813	b73
RLX06814	b73
RLX06816	b73
RLX06817	b73
RLX06818	b73
RLX06819	b73
RLX06820	b73
RLX06822	b73
RLX06823	b73
RLX06824	b73
RLX06827	b73
RLX06828	b73
RLX06829	b73
RLX06830	b73
RLX06833	b73
RLX06834	b73
RLX06835	b73
RLX06837	b73
RLX06838	b73
RLX06839	b73
RLX06840	b73
RLX06841	b73
RLX06842	b73
RLX06843	b73
RLX06845	b73
RLX06847	b73
RLX06848	b73
RLX06850	b73
RLX06851	b73
RLX06852	b73
RLX06856	b73
RLX06857	b73
RLX06858	b73
RLX06859	b73
RLX06863	b73
RLX06864	b73
RLX06865	b73
RLX06866	b73
RLX06867	b73
RLX06871	b73
RLX06874	b73
RLX06876	b73
RLX06877	b73
RLX06878	b73
RLX06880	b73
RLX06881	b73
RLX06883	b73
RLX06884	b73
RLX06885	b73
RLX06887	b73
RLX06888	b73
RLX06889	b73
RLX06891	b73
RLX06892	b73
RLX06893	b73
RLX06895	b73
RLX06896	b73
RLX06897	b73
RLX06899	b73
RLX06900	b73
RLX06901	b73
RLX06902	b73
RLX06903	b73
RLX06904	b73
RLX06905	b73
RLX06906	b73
RLX06907	b73
RLX06908	b73
RLX06911	b73
RLX06913	b73
RLX06916	b73
RLX06917	b73
RLX06919	b73
RLX06920	b73
RLX06922	b73
RLX06923	b73
RLX06924	b73
RLX06925	b73
RLX06932	b73
RLX06933	b73
RLX06934	b73
RLX06935	b73
RLX06936	b73
RLX06937	b73
RLX06940	b73
RLX06941	b73
RLX06942	b73
RLX06944	b73
RLX06945	b73
RLX06946	b73
RLX06947	b73
RLX06948	b73
RLX06949	b73
RLX06950	b73
RLX06953	b73
RLX06956	b73
RLX06957	b73
RLX06958	b73
RLX06959	b73
RLX06960	b73
RLX06962	b73
RLX06967	b73
RLX06968	b73
RLX06969	b73
RLX06971	b73
RLX06972	b73
RLX06974	b73
RLX06977	b73
RLX06978	b73
RLX06980	b73
RLX06981	b73
RLX06982	b73
RLX06983	b73
RLX06985	b73
RLX06986	b73
RLX06987	b73
RLX06988	b73
RLX06989	b73
RLX06990	b73
RLX06991	b73
RLX06993	b73
RLX06994	b73
RLX06996	b73
RLX06998	b73
RLX07002	b73
RLX07003	b73
RLX07004	b73
RLX07005	b73
RLX07008	b73
RLX07011	b73
RLX07013	b73
RLX07019	b73
RLX07021	b73
RLX07022	b73
RLX07023	b73
RLX07024	b73
RLX07025	b73
RLX07031	b73
RLX07032	b73
RLX07034	b73
RLX07035	b73
RLX07037	b73
RLX07040	b73
RLX07041	b73
RLX07042	b73
RLX07043	b73
RLX07044	b73
RLX07045	b73
RLX07046	b73
RLX07050	b73
RLX07052	b73
RLX07054	b73
RLX07057	b73
RLX07060	b73
RLX07063	b73
RLX07064	b73
RLX07066	b73
RLX07069	b73
RLX07070	b73
RLX07071	b73
RLX07072	b73
RLX07073	b73
RLX07074	b73
RLX07077	b73
RLX07078	b73
RLX07080	b73
RLX07082	b73
RLX07083	b73
RLX07086	b73
RLX07087	b73
RLX07088	b73
RLX07089	b73
RLX07090	b73
RLX07091	b73
RLX07092	b73
RLX07094	b73
RLX07095	b73
RLX07096	b73
RLX07097	b73
RLX07098	b73
RLX07101	b73
RLX07102	b73
RLX07105	b73
RLX07106	b73
RLX07107	b73
RLX07109	b73
RLX07110	b73
RLX07112	b73
RLX07114	b73
RLX07117	b73
RLX07118	b73
RLX07119	b73
RLX07121	b73
RLX07122	b73
RLX07123	b73
RLX07124	b73
RLX07125	b73
RLX07127	b73
RLX07129	b73
RLX07130	b73
RLX07131	b73
RLX07134	b73
RLX07137	b73
RLX07138	b73
RLX07141	b73
RLX07142	b73
RLX07144	b73
RLX07145	b73
RLX07147	b73
RLX07149	b73
RLX07154	b73
RLX07155	b73
RLX07157	b73
RLX07159	b73
RLX07160	b73
RLX07161	b73
RLX07162	b73
RLX07163	b73
RLX07167	b73
RLX07168	b73
RLX07169	b73
RLX07170	b73
RLX07172	b73
RLX07173	b73
RLX07174	b73
RLX07175	b73
RLX07176	b73
RLX07177	b73
RLX07178	b73
RLX07179	b73
RLX07180	b73
RLX07181	b73
RLX07185	b73
RLX07186	b73
RLX07187	b73
RLX07189	b73
RLX07192	b73
RLX07193	b73
RLX07195	b73
RLX07196	b73
RLX07197	b73
RLX07199	b73
RLX07200	b73
RLX07201	b73
RLX07202	b73
RLX07203	b73
RLX07205	b73
RLX07207	b73
RLX07208	b73
RLX07210	b73
RLX07211	b73
RLX07213	b73
RLX07214	b73
RLX07215	b73
RLX07216	b73
RLX07217	b73
RLX07218	b73
RLX07219	b73
RLX07221	b73
RLX07222	b73
RLX07224	b73
RLX07225	b73
RLX07226	b73
RLX07227	b73
RLX07229	b73
RLX07230	b73
RLX07231	b73
RLX07232	b73
RLX07233	b73
RLX07236	b73
RLX07237	b73
RLX07238	b73
RLX07239	b73
RLX07240	b73
RLX07241	b73
RLX07242	b73
RLX07244	b73
RLX07245	b73
RLX07248	b73
RLX07251	b73
RLX07255	b73
RLX07257	b73
RLX07259	b73
RLX07262	b73
RLX07266	b73
RLX07270	b73
RLX07272	b73
RLX07273	b73
RLX07274	b73
RLX07275	b73
RLX07276	b73
RLX07279	b73
RLX07281	b73
RLX07282	b73
RLX07284	b73
RLX07286	b73
RLX07287	b73
RLX07293	b73
RLX07294	b73
RLX07295	b73
RLX07297	b73
RLX07299	b73
RLX07300	b73
RLX07301	b73
RLX07302	b73
RLX07303	b73
RLX07304	b73
RLX07308	b73
RLX07309	b73
RLX07310	b73
RLX07312	b73
RLX07317	b73
RLX07318	b73
RLX07319	b73
RLX07320	b73
RLX07321	b73
RLX07322	b73
RLX07324	b73
RLX07325	b73
RLX07326	b73
RLX07327	b73
RLX07329	b73
RLX07330	b73
RLX07332	b73
RLX07334	b73
RLX07335	b73
RLX07336	b73
RLX07337	b73
RLX07339	b73
RLX07341	b73
RLX07342	b73
RLX07343	b73
RLX07344	b73
RLX07346	b73
RLX07349	b73
RLX07351	b73
RLX07352	b73
RLX07354	b73
RLX07355	b73
RLX07358	b73
RLX07359	b73
RLX07363	b73
RLX07364	b73
RLX07365	b73
RLX07366	b73
RLX07367	b73
RLX07368	b73
RLX07370	b73
RLX07371	b73
RLX07372	b73
RLX07374	b73
RLX07376	b73
RLX07377	b73
RLX07378	b73
RLX07379	b73
RLX07380	b73
RLX07383	b73
RLX07384	b73
RLX07386	b73
RLX07387	b73
RLX07392	b73
RLX07393	b73
RLX07394	b73
RLX07398	b73
RLX07399	b73
RLX07400	b73
RLX07401	b73
RLX07402	b73
RLX07403	b73
RLX07405	b73
RLX07407	b73
RLX07408	b73
RLX07412	b73
RLX07413	b73
RLX07415	b73
RLX07416	b73
RLX07417	b73
RLX07418	b73
RLX07420	b73
RLX07421	b73
RLX07423	b73
RLX07424	b73
RLX07427	b73
RLX07429	b73
RLX07431	b73
RLX07432	b73
RLX07433	b73
RLX07434	b73
RLX07435	b73
RLX07436	b73
RLX07438	b73
RLX07441	b73
RLX07442	b73
RLX07444	b73
RLX07445	b73
RLX07446	b73
RLX07447	b73
RLX07449	b73
RLX07450	b73
RLX07452	b73
RLX07455	b73
RLX07456	b73
RLX07459	b73
RLX07460	b73
RLX07461	b73
RLX07462	b73
RLX07464	b73
RLX07466	b73
RLX07467	b73
RLX07468	b73
RLX07469	b73
RLX07472	b73
RLX07474	b73
RLX07475	b73
RLX07477	b73
RLX07478	b73
RLX07482	b73
RLX07483	b73
RLX07484	b73
RLX07485	b73
RLX07488	b73
RLX07489	b73
RLX07490	b73
RLX07491	b73
RLX07493	b73
RLX07494	b73
RLX07495	b73
RLX07496	b73
RLX07497	b73
RLX07500	b73
RLX07502	b73
RLX07503	b73
RLX07504	b73
RLX07506	b73
RLX07508	b73
RLX07511	b73
RLX07512	b73
RLX07515	b73
RLX07516	b73
RLX07517	b73
RLX07518	b73
RLX07520	b73
RLX07524	b73
RLX07525	b73
RLX07526	b73
RLX07528	b73
RLX07529	b73
RLX07530	b73
RLX07532	b73
RLX07533	b73
RLX07534	b73
RLX07535	b73
RLX07537	b73
RLX07540	b73
RLX07541	b73
RLX07545	b73
RLX07547	b73
RLX07551	b73
RLX07552	b73
RLX07553	b73
RLX07555	b73
RLX07556	b73
RLX07557	b73
RLX07558	b73
RLX07559	b73
RLX07560	b73
RLX07562	b73
RLX07566	b73
RLX07568	b73
RLX07570	b73
RLX07574	b73
RLX07579	b73
RLX07580	b73
RLX07583	b73
RLX07585	b73
RLX07586	b73
RLX07587	b73
RLX07588	b73
RLX07590	b73
RLX07592	b73
RLX07594	b73
RLX07595	b73
RLX07596	b73
RLX07597	b73
RLX07598	b73
RLX07601	b73
RLX07602	b73
RLX07603	b73
RLX07604	b73
RLX07611	b73
RLX07612	b73
RLX07615	b73
RLX07617	b73
RLX07619	b73
RLX07620	b73
RLX07623	b73
RLX07625	b73
RLX07626	b73
RLX07628	b73
RLX07631	b73
RLX07632	b73
RLX07633	b73
RLX07634	b73
RLX07635	b73
RLX07637	b73
RLX07638	b73
RLX07639	b73
RLX07640	b73
RLX07641	b73
RLX07644	b73
RLX07645	b73
RLX07647	b73
RLX07649	b73
RLX07651	b73
RLX07652	b73
RLX07654	b73
RLX07655	b73
RLX07657	b73
RLX07658	b73
RLX07659	b73
RLX07660	b73
RLX07661	b73
RLX07663	b73
RLX07664	b73
RLX07665	b73
RLX07668	b73
RLX07669	b73
RLX07670	b73
RLX07671	b73
RLX07672	b73
RLX07673	b73
RLX07674	b73
RLX07675	b73
RLX07676	b73
RLX07677	b73
RLX07678	b73
RLX07679	b73
RLX07681	b73
RLX07682	b73
RLX07683	b73
RLX07686	b73
RLX07687	b73
RLX07688	b73
RLX07689	b73
RLX07690	b73
RLX07691	b73
RLX07692	b73
RLX07693	b73
RLX07694	b73
RLX07695	b73
RLX07697	b73
RLX07698	b73
RLX07699	b73
RLX07700	b73
RLX07701	b73
RLX07702	b73
RLX07707	b73
RLX07708	b73
RLX07709	b73
RLX07710	b73
RLX07711	b73
RLX07713	b73
RLX07718	b73
RLX07719	b73
RLX07720	b73
RLX07721	b73
RLX07723	b73
RLX07724	b73
RLX07726	b73
RLX07728	b73
RLX07729	b73
RLX07731	b73
RLX07732	b73
RLX07733	b73
RLX07734	b73
RLX07735	b73
RLX07736	b73
RLX07738	b73
RLX07741	b73
RLX07743	b73
RLX07745	b73
RLX07746	b73
RLX07747	b73
RLX07748	b73
RLX07749	b73
RLX07751	b73
RLX07753	b73
RLX07754	b73
RLX07755	b73
RLX07757	b73
RLX07759	b73
RLX07760	b73
RLX07761	b73
RLX07763	b73
RLX07764	b73
RLX07765	b73
RLX07766	b73
RLX07767	b73
RLX07768	b73
RLX07769	b73
RLX07770	b73
RLX07771	b73
RLX07777	b73
RLX07778	b73
RLX07779	b73
RLX07780	b73
RLX07781	b73
RLX07782	b73
RLX07784	b73
RLX07785	b73
RLX07786	b73
RLX07787	b73
RLX07788	b73
RLX07791	b73
RLX07792	b73
RLX07794	b73
RLX07795	b73
